Word,cgram,freqfilms2,islem,puorth
pisse,VER,6.84,0,5
pisse,VER,5.46,0,0
pista,VER,0,0,0
piste,NOM,43.01,1,5
piste,VER,0.52,0,5
piste,VER,0.17,0,0
pitas,NOM,0.03,0,0
pitch,NOM,0.29,1,5
pitie,NOM,76.38,1,4
piton,NOM,0.4,1,5
pitre,NOM,1.55,1,5
pivot,NOM,0.61,1,5
pixel,NOM,0.03,1,5
pizza,NOM,18.6,1,5
piece,NOM,110.66,1,4
piege,NOM,27.53,1,4
piege,VER,0.47,0,4
piete,VER,0,0,0
piege,VER,9.12,0,0
pieta,NOM,0.15,1,5
pieta,VER,0,0,5
piete,VER,0.01,0,5
piete,NOM,1.47,1,5
place,NOM,280.54,1,5
place,VER,13.06,0,5
place,VER,11.81,0,5
place,ADJ,2.88,1,5
plage,NOM,44.99,1,5
plaid,NOM,0.28,1,5
plaie,NOM,10.42,1,5
plain,ADJ,0.31,1,5
plais,VER,21.48,0,0
plana,VER,0,0,0
plane,ADJ,0.66,0,5
plane,NOM,0.48,1,5
plane,VER,2.48,0,5
plans,ADJ,0.74,0,0
plans,NOM,28,0,0
plant,NOM,1.07,1,5
plane,VER,0.76,0,0
plate,ADJ,3.09,0,5
plate,NOM,0.52,1,5
plats,ADJ,2.33,0,0
plats,NOM,8.37,0,0
plaza,NOM,1.53,1,5
plaça,VER,0.58,0,0
plait,VER,499.91,0,0
plein,ADJ,104.57,1,5
plein,ADV,1.81,1,5
plein,NOM,9.17,1,5
plein,PRE,89.11,1,5
pleur,NOM,0.2,1,5
pleut,VER,20.5,0,0
plexi,NOM,0.01,1,5
pliai,VER,0,0,0
plier,VER,5.02,1,5
plies,NOM,0.02,0,0
plies,VER,0.28,0,0
pliez,VER,1.32,0,0
pliat,VER,0,0,0
pliee,VER,0.68,0,0
plies,VER,0.32,0,0
plies,NOM,0.12,0,0
ploie,VER,0.03,0,0
plomb,NOM,10.62,1,5
plots,NOM,0.06,0,0
plouc,ADJ,0.94,1,5
plouc,NOM,2.35,1,5
plouf,ONO,1.31,1,5
plouk,NOM,0.01,1,5
ploya,VER,0,0,0
ploye,VER,0.14,0,0
pluie,NOM,42.91,1,4
pluma,VER,0,0,0
plume,NOM,6.49,1,5
plume,VER,0.48,0,5
plume,VER,0.37,0,0
plebe,NOM,0.7,1,4
pneus,NOM,7.79,0,0
poche,NOM,36.23,1,5
poche,VER,0.13,0,5
poche,VER,0.1,0,5
poche,ADJ,0.28,1,5
pogne,NOM,0.69,1,5
poids,NOM,34.42,1,5
poile,VER,0.03,0,0
poils,NOM,12.24,0,0
poilu,ADJ,1.94,1,5
poile,VER,0,0,0
poing,NOM,13.25,1,5
point,VER,5.11,0,5
point,ADV,34.8,1,5
point,NOM,186.7,1,5
poire,NOM,5.67,1,5
poire,NOM,0,1,5
poker,NOM,10.62,1,3
polak,ADJ,0.07,1,5
polak,NOM,0.12,1,5
polar,NOM,0.23,1,5
polie,ADJ,0.88,0,0
polie,VER,2.23,0,0
polio,NOM,1.08,1,5
polir,VER,0.38,1,5
polis,ADJ,0.8,0,0
polis,NOM,0.04,0,0
polis,VER,0.67,0,0
polit,VER,0.03,0,0
polka,NOM,1.9,1,4
polos,NOM,0.05,0,0
pomme,NOM,19.77,1,5
pomme,VER,0.12,0,5
pomme,VER,0.04,0,5
pompe,NOM,10.51,1,5
pompe,VER,1.13,0,5
pompe,VER,0.4,0,5
pompe,ADJ,0.04,1,5
ponce,NOM,0.07,1,5
ponce,VER,0.18,0,5
ponce,VER,0.07,0,0
ponde,VER,0.1,0,0
ponds,VER,0.04,0,0
pondu,VER,1.39,0,0
poney,NOM,3.7,1,5
pongo,NOM,1.72,1,5
ponge,NOM,0,1,5
ponte,NOM,1.46,1,5
ponte,VER,0.3,0,5
ponts,NOM,5.97,0,0
ponte,VER,0.01,0,5
ponte,ADJ,0.01,1,5
popes,NOM,0.23,0,0
poque,NOM,0.16,1,5
porcs,NOM,10.89,0,0
pores,NOM,0.97,0,0
porno,ADJ,5.13,1,5
porno,NOM,8.73,1,5
porta,VER,1.41,0,0
porte,NOM,288.39,1,5
porte,VER,93.05,0,5
porto,NOM,2.27,1,5
ports,NOM,2.28,0,0
porte,VER,20.56,0,5
posai,VER,0.03,0,0
posas,VER,0,0,0
poser,VER,73.73,1,5
poses,NOM,0.77,0,0
poses,VER,6.12,0,0
posez,VER,23.7,0,0
posta,VER,0.07,0,0
poste,NOM,72.64,1,5
poste,VER,1.52,0,5
poste,VER,1.94,0,5
poste,ADJ,0.1,1,5
posat,VER,0,0,0
posee,VER,2.67,0,0
posee,ADJ,0.66,0,0
poses,VER,1.33,0,0
poses,ADJ,0.11,0,0
poter,VER,0.02,1,5
potes,NOM,19.89,0,0
potin,NOM,0.61,1,5
potos,NOM,0,1,5
potee,NOM,0.04,1,4
pouah,ONO,0.89,1,5
pouce,NOM,11.89,1,5
pouce,ONO,0.5,1,5
poufs,NOM,0.07,0,0
pouic,ONO,0.04,1,5
poule,NOM,23.5,1,5
pouls,NOM,15.64,1,5
pound,NOM,0.03,1,4
poupe,NOM,1.3,1,5
poeme,NOM,15.98,1,4
poete,NOM,16.98,1,4
poele,NOM,4.58,1,5
poele,VER,0,0,5
prang,NOM,0.11,1,4
prend,VER,179.02,0,0
preux,ADJ,0.88,1,5
preux,NOM,0.64,1,5
priai,VER,0.2,0,0
prier,VER,25.46,1,5
pries,VER,2.06,0,0
priez,VER,9.13,0,0
prima,VER,0.83,0,0
prime,ADJ,1.56,1,5
prime,NOM,10.63,1,5
prime,VER,0.72,0,5
primo,ADV,4.1,1,5
prime,VER,0.04,0,5
prime,ADJ,0.09,1,5
prion,NOM,0.43,1,5
prisa,VER,0.02,0,0
prise,VER,38.26,0,5
prise,ADJ,4.46,0,5
prise,NOM,22.92,1,5
prise,VER,1.39,0,5
prise,VER,0.3,0,0
priva,VER,0.16,0,0
prive,VER,1.49,0,0
prive,VER,8.16,0,5
prive,ADJ,11.99,1,5
prive,NOM,10.48,1,5
priat,VER,0,0,0
priee,VER,0.52,0,0
pries,VER,1.91,0,0
probe,ADJ,0.36,1,5
procs,NOM,0,0,0
profs,NOM,7.46,0,0
proie,NOM,9.19,1,4
projo,NOM,0.36,1,5
prolo,NOM,0.58,1,5
promo,NOM,4.74,1,5
promu,VER,3.56,0,5
promu,ADJ,0.39,1,5
prose,NOM,0.81,1,5
prote,NOM,0,1,5
proue,NOM,1.3,1,5
prout,NOM,0.25,1,5
prout,ONO,0.04,1,5
provo,NOM,0.12,1,5
proxo,NOM,0.06,1,5
proze,NOM,0,1,4
prude,ADJ,0.5,1,5
prude,NOM,0.31,1,5
prune,ADJ,0.22,1,5
prune,NOM,1.07,1,5
prele,NOM,0.02,1,4
preau,NOM,0.1,1,5
prepa,NOM,0.78,1,5
prevu,VER,55.54,0,0
preta,VER,0.21,0,0
prete,ADJ,66.25,0,0
prete,VER,19.58,0,0
prets,ADJ,67.39,0,0
prets,NOM,11.77,0,0
prete,VER,10.73,0,5
prete,ADJ,0.04,1,5
prete,NOM,0.28,1,5
prone,NOM,0.01,1,5
prone,VER,0.46,0,5
prone,VER,0.03,0,0
psitt,ONO,0.01,1,5
puais,VER,0.37,0,0
puait,VER,1.19,0,0
puant,ADJ,2.74,1,5
puant,VER,0.52,0,5
pubis,NOM,0.59,1,5
puces,NOM,5.5,0,0
puent,VER,2.29,0,0
puera,VER,0.05,0,0
puisa,VER,0.02,0,0
puise,VER,0.82,0,0
puise,VER,0.35,0,0
puits,NOM,19.52,1,4
pulls,NOM,2.02,0,0
pulpe,NOM,0.62,1,5
pulse,VER,0.21,0,0
pulse,VER,0.17,0,0
pumas,NOM,0.92,0,0
punch,NOM,3.65,1,5
punie,ADJ,0.27,0,0
punie,VER,2.79,0,0
punir,VER,13.82,1,5
punis,ADJ,0.53,0,0
punis,VER,6.09,0,0
punit,VER,1.98,0,0
punks,NOM,0.94,0,0
pures,ADJ,1.35,0,0
purge,NOM,0.5,1,5
purge,VER,1.3,0,5
purge,VER,0.93,0,0
purin,NOM,0.38,1,5
puree,NOM,5.74,1,4
pusse,VER,0,0,0
putes,NOM,17.34,0,0
putti,NOM,0.02,0,0
puine,NOM,0,1,3
pyrex,NOM,0.01,1,5
pales,ADJ,1.98,0,0
palie,VER,0.1,0,0
palir,VER,0.54,1,5
palis,VER,0.05,0,0
palit,VER,0.15,0,0
palot,ADJ,0.44,1,4
pamer,VER,0.06,1,4
pamez,VER,0.1,0,0
pamee,VER,0.01,0,0
pames,VER,0,0,0
paque,NOM,0.51,1,5
pates,NOM,9.35,0,0
patir,VER,0.56,1,5
patis,VER,0,0,5
patis,NOM,0.01,1,5
patit,VER,0.17,0,0
paton,NOM,0,1,5
patre,NOM,0.11,1,4
patee,NOM,1.78,1,5
pates,NOM,1.96,0,0
patit,VER,0,0,0
peche,VER,0.96,0,0
pegre,NOM,1.34,1,3
peles,VER,0,0,0
peres,NOM,16.25,0,0
peses,VER,0.61,0,0
petes,VER,0.85,0,0
peage,NOM,0.9,1,5
pecan,NOM,0.32,1,5
peche,NOM,0,0,5
peche,VER,6.84,0,5
peche,NOM,26.14,1,5
pedes,NOM,7.48,0,0
pekan,NOM,0.03,1,4
pekin,NOM,0.27,1,5
pelot,NOM,0,1,4
penal,ADJ,3.78,1,5
penil,NOM,0.01,1,5
penis,NOM,8.11,1,5
peons,NOM,0.01,0,0
pepia,VER,0,0,0
pepie,NOM,0.04,1,5
pepie,VER,0.2,0,5
pepin,NOM,4.31,1,5
pepee,NOM,0.49,1,5
pepes,NOM,0.13,0,0
perie,ADJ,0,0,0
perie,VER,0.01,0,0
perif,NOM,0.14,1,5
peril,NOM,6.32,1,5
perir,VER,3.83,1,5
peris,ADJ,0.04,0,0
peris,VER,0.05,0,0
perit,VER,0.76,0,0
perot,NOM,0.11,1,5
perou,NOM,0.01,1,5
perit,VER,0,0,0
peter,VER,11.08,1,5
petez,VER,0.21,0,0
petri,ADJ,0.07,1,5
petri,VER,0.42,0,5
petee,VER,0.57,0,0
petee,ADJ,0.09,0,0
petes,VER,0.17,0,0
petes,ADJ,0.04,0,0
pecha,VER,0,0,0
peche,ADJ,0.6,1,5
peche,NOM,21.13,1,5
peche,VER,1.85,0,5
peche,VER,3.03,0,5
peche,ADJ,0.94,1,5
poles,NOM,0.47,0,0
pûmes,VER,0.16,0,0
pûtes,VER,0.04,0,0
quais,NOM,3.64,0,0
quand,ADV,2.81,1,5
quand,CON,1827.92,1,5
quant,NOM,7.94,1,5
quark,NOM,0.13,1,5
quart,NOM,20.58,1,5
quasi,ADV,2.69,1,5
quasi,NOM,0.02,1,5
quels,ADJ:int,56.44,1,5
queue,NOM,38.93,1,5
quick,NOM,0.27,1,5
quiet,ADJ,0.28,1,4
quine,NOM,0.23,1,5
quint,ADJ,0.2,1,5
quipu,NOM,0,1,5
quite,NOM,0.47,1,5
quota,NOM,1.39,1,5
queta,VER,0,0,0
quete,NOM,9.97,1,5
quete,VER,0.05,0,5
quete,VER,0,0,0
raban,NOM,0.09,1,5
rabat,NOM,0.23,1,5
rabat,VER,0.32,0,5
rabbi,NOM,4.83,1,5
rabes,NOM,0,0,0
rabot,NOM,0.01,1,5
races,NOM,3.46,0,0
racho,ADJ,0.03,1,5
racla,VER,0,0,0
racle,NOM,0,1,5
racle,VER,0.26,0,5
racle,VER,0.43,0,0
racee,ADJ,0.01,0,0
races,ADJ,0.03,0,0
radar,NOM,8.05,1,5
rader,VER,0.14,1,5
rades,NOM,0.16,0,0
radin,ADJ,2.69,1,5
radin,NOM,0.82,1,5
radio,NOM,71.31,1,5
radis,NOM,1.81,1,5
radie,VER,0.98,0,5
radie,ADJ,0.04,1,5
radja,NOM,0,1,5
radon,NOM,0.07,1,5
rafla,VER,0.01,0,0
rafle,NOM,0.78,1,5
rafle,VER,0.68,0,5
rafle,VER,1.09,0,0
ragea,VER,0,0,0
rager,VER,0.09,1,5
rages,NOM,0.44,0,0
rages,VER,0.01,0,0
ragez,VER,0.02,0,0
ragot,ADJ,0.01,1,5
ragot,NOM,0.07,1,5
raide,ADJ,6.61,1,5
raide,ADV,3.39,1,5
raidi,VER,0.03,0,0
raids,NOM,1.16,0,0
raies,NOM,0.78,0,0
raies,VER,0.02,0,0
rails,NOM,7.61,0,0
raine,VER,0,0,0
raire,VER,0.01,1,4
rajah,NOM,0.04,1,5
ramai,VER,0,0,0
ramas,NOM,0.01,1,5
ramas,VER,0.1,0,5
ramer,VER,1.73,1,5
rames,NOM,1.91,0,0
rames,VER,0.32,0,0
ramez,VER,1.17,0,0
ramis,NOM,0.01,0,0
ramon,NOM,0,1,5
rampa,VER,0.02,0,0
rampe,NOM,5.32,1,5
rampe,VER,1.95,0,5
rampe,VER,0.64,0,0
ramee,NOM,0,1,4
rames,VER,0,0,0
rance,ADJ,1.18,1,5
rance,VER,0.01,0,5
ranch,NOM,6.95,1,5
ranci,ADJ,0.02,1,5
ranci,NOM,0.01,1,5
ranci,VER,0,0,5
range,VER,17.59,0,0
rangs,NOM,8.81,0,0
range,VER,4.09,0,5
range,ADJ,1.37,1,5
raout,NOM,0.08,1,3
raphe,NOM,0,1,5
rapin,NOM,0,1,5
rapts,NOM,0.18,0,0
raque,VER,0.34,0,0
raque,VER,0.05,0,0
rares,ADJ,10.7,0,0
rasai,VER,0,0,0
raser,VER,10.27,1,5
rases,ADJ,0.03,0,0
rases,VER,1.13,0,0
rasez,VER,0.64,0,0
rasif,NOM,0,1,5
rasse,NOM,0,1,5
rasta,NOM,0.32,1,5
rasee,VER,1.83,0,0
rases,VER,0.76,0,0
ratai,VER,0,0,0
rater,VER,24.71,1,5
rates,NOM,0.03,0,0
rates,VER,3.75,0,0
ratez,VER,2.1,0,0
ratio,NOM,0.4,1,5
raton,NOM,1.37,1,5
ratte,NOM,0.01,1,5
ratee,VER,1.59,0,0
ratee,ADJ,0.84,0,0
ratee,NOM,0.68,0,0
rates,VER,0.78,0,0
rates,ADJ,0.41,0,0
rates,NOM,1.27,0,0
raval,NOM,0.2,1,5
raves,NOM,0.3,0,0
ravie,ADJ,2.63,0,0
ravie,VER,23.25,0,0
ravin,NOM,4.3,1,5
ravir,VER,2.08,1,5
ravis,ADJ,0.86,0,0
ravis,VER,3.81,0,0
ravit,VER,1.15,0,0
rayer,VER,2.26,1,4
rayez,VER,0.6,0,0
rayon,NOM,19.32,1,5
rayat,VER,0,0,0
rayee,VER,0.66,0,0
rayee,ADJ,0.98,0,0
rayes,VER,0.3,0,0
rayes,ADJ,0.09,0,0
rebab,NOM,0,1,5
rebat,VER,0.11,0,0
rebec,NOM,0.01,1,5
rebus,VER,0.16,0,0
rebut,VER,0.03,0,5
rebut,NOM,1.43,1,5
recel,NOM,0.77,1,5
recru,VER,0,0,5
recru,ADJ,0,1,5
recta,ADV,0.08,1,5
recto,NOM,0.3,1,5
recul,NOM,3.59,1,5
reces,NOM,0,1,4
redan,NOM,0,1,4
redis,VER,3.46,0,0
redit,VER,0.39,0,0
refil,NOM,0,1,5
refis,VER,0.14,0,0
refit,VER,0.03,0,0
refus,NOM,9.02,1,5
refit,VER,0,0,0
reich,NOM,0.03,1,5
reine,NOM,56.26,1,5
reins,NOM,9.43,0,0
rejet,NOM,2.71,1,5
relax,ADJ,8.16,1,5
relax,NOM,5.76,1,5
relie,VER,1.95,0,0
relis,VER,1.78,0,0
relit,VER,0.22,0,0
relie,VER,3.03,0,5
relie,ADJ,0.3,1,5
relue,VER,0.02,0,0
relue,ADJ,0.01,0,0
relui,VER,0.02,0,0
relus,VER,0.04,0,0
relus,ADJ,0.01,0,0
relut,VER,0.01,0,0
remet,VER,12.56,0,0
remis,VER,20.27,0,5
remis,ADJ,1.18,1,5
remit,VER,0.66,0,0
remix,NOM,0.15,1,5
remua,VER,0.03,0,0
remue,NOM,0.22,1,5
remue,VER,8.3,0,5
remue,VER,1.68,0,0
remit,VER,0.01,0,0
rende,VER,9.3,0,0
rends,VER,84.13,0,0
rendu,VER,48.31,0,5
rendu,ADJ,2.86,1,5
rendu,NOM,0.71,1,5
renia,VER,0.2,0,0
renie,VER,1.65,0,0
renie,VER,1.01,0,0
renne,NOM,0.81,1,5
renom,NOM,1.15,1,5
renta,VER,0.11,0,0
rente,NOM,1.17,1,5
renee,VER,0.25,0,0
repas,NOM,48.53,1,5
repli,NOM,1.12,1,5
repos,NOM,42.29,1,5
repue,ADJ,0.17,0,0
repus,ADJ,0.25,0,0
reset,NOM,0.05,1,5
resta,VER,3.53,0,0
reste,NOM,203.1,1,5
reste,VER,320.44,0,5
resto,NOM,9.36,1,5
reste,VER,43.45,0,0
revis,VER,1.16,0,0
revit,VER,0.7,0,0
revit,VER,0.45,0,0
revue,VER,5.71,0,5
revue,ADJ,0.18,0,5
revue,NOM,7.79,1,5
revus,VER,2.02,0,0
revus,ADJ,0.07,0,0
revet,VER,0.25,0,0
reçue,VER,4.55,0,0
reçue,ADJ,0.55,0,0
reçus,VER,1.85,0,0
reçus,ADJ,0.77,0,0
reçus,NOM,1.83,0,0
reçut,VER,1.87,0,0
reçût,VER,0.01,0,0
rhino,NOM,0.83,1,5
rhodo,NOM,0,1,5
rhume,NOM,7.72,1,5
riais,VER,1.32,0,0
riait,VER,3.34,0,0
rials,NOM,0.03,0,0
riant,ADJ,0.15,1,4
riant,VER,1.89,0,4
ribes,NOM,0.14,1,4
rible,VER,0,0,0
ribot,NOM,0,1,5
riche,ADJ,54.28,1,5
riche,NOM,7.12,1,5
ricin,NOM,0.28,1,4
rider,VER,1.05,1,5
rides,NOM,3.02,0,0
rides,VER,0.02,0,0
ridee,VER,0.03,0,0
ridee,ADJ,0.3,0,0
rides,VER,0.04,0,0
rides,ADJ,0.16,0,0
riens,NOM,0.62,0,0
rient,VER,5.17,0,0
rieur,ADJ,0.41,1,5
rieur,NOM,0.01,1,5
riffs,NOM,0.1,0,0
rifle,NOM,0.02,1,5
riiez,VER,0,0,0
rimer,VER,0.15,1,5
rimes,NOM,1.75,0,0
rimes,VER,0.02,0,0
rimez,VER,0.03,0,0
rimee,VER,0,0,0
rimes,VER,0.01,0,0
rince,VER,1.29,0,0
rince,VER,0.18,0,0
rings,NOM,0.29,0,0
rinça,VER,0,0,0
rioja,NOM,0.01,1,3
rions,VER,0.63,0,0
riper,VER,0.03,1,5
ripes,VER,0.14,0,0
ripou,ADJ,0.66,1,5
rirai,VER,0.88,0,0
riras,VER,0.8,0,0
rires,NOM,16.09,0,0
rirez,VER,0.6,0,0
riser,NOM,0.06,1,5
risee,NOM,2.12,1,4
rital,NOM,1.36,1,4
rites,NOM,1.66,0,0
rival,ADJ,0.26,1,5
rival,NOM,2.68,1,5
river,VER,2.7,1,5
rives,NOM,1.89,0,0
rivet,NOM,0.35,1,5
rivee,VER,0.02,0,0
rives,VER,0.49,0,0
rixes,NOM,0.04,0,0
rober,VER,0.02,1,5
robes,NOM,11.71,0,0
robin,NOM,0.03,1,5
robot,NOM,14.97,1,5
roche,NOM,3.68,1,5
roche,VER,0.01,0,0
rocks,NOM,0.64,0,0
rodeo,NOM,0.23,1,5
roder,VER,0.3,1,5
rodee,VER,0.05,0,0
rodeo,NOM,1.92,1,4
rodes,VER,0.3,0,0
rogna,VER,0,0,0
rogne,NOM,3.67,1,5
rogne,VER,0.08,0,5
rogne,VER,0.04,0,0
rogue,ADJ,0.65,1,4
rogue,NOM,0.35,1,4
roide,ADJ,0.03,1,5
roidi,VER,0.01,0,0
rolle,NOM,0.01,1,5
roman,ADJ,1.09,1,5
roman,NOM,17.79,1,5
rompe,VER,0.72,0,0
romps,VER,2.01,0,0
rompt,VER,1.66,0,0
rompu,VER,15.16,0,5
rompu,ADJ,0.36,1,5
ronce,NOM,0.14,1,5
ronde,ADJ,3.18,0,5
ronde,NOM,7.93,1,5
rondo,NOM,0.34,1,5
ronds,ADJ,1.13,0,0
ronds,NOM,1.73,0,0
ronge,VER,4.23,0,0
ronge,VER,2.1,0,0
ronin,NOM,0.3,1,4
roneo,NOM,0.02,1,5
roque,NOM,1.14,1,5
roque,VER,0.2,0,5
rosat,ADJ,0,1,5
roser,VER,0,1,5
roses,ADJ,5.28,0,0
roses,NOM,13.56,0,0
rosie,VER,1.24,0,0
rosir,VER,0.04,1,5
rosis,VER,0,0,0
rosit,VER,0.06,0,0
rossa,VER,0.02,0,0
rosse,ADJ,0.41,1,5
rosse,NOM,0.26,1,5
rosse,VER,0.45,0,5
rosse,VER,0.52,0,0
rosee,VER,0.3,0,5
rosee,NOM,3.19,1,5
roses,ADJ,0.27,0,0
roses,NOM,0,0,0
roter,VER,0.45,1,5
rotes,VER,0.02,0,0
rotez,VER,0,0,0
rotin,NOM,0.13,1,4
rotor,NOM,0.31,1,5
rotos,NOM,0.01,0,0
rouan,ADJ,0.03,1,5
rouan,NOM,0.16,1,5
rouer,VER,0.46,1,5
roues,NOM,8.38,0,0
roues,VER,0.01,0,0
rouet,NOM,0.15,1,5
rouge,ADJ,79.7,1,5
rouge,NOM,32.93,1,5
rough,NOM,0.2,1,5
rougi,VER,0.72,0,0
roula,VER,0.16,0,0
roule,NOM,4.84,1,5
roule,VER,22.86,0,5
roule,VER,6.25,0,5
roule,ADJ,0.76,1,5
roumi,NOM,0.14,1,5
round,NOM,5.75,1,4
route,NOM,152.83,1,5
route,VER,0.02,0,0
rouee,VER,0.36,0,0
rouee,ADJ,0.01,0,0
roues,VER,0,0,0
roues,ADJ,0.01,0,0
royal,ADJ,10.51,1,5
ruade,NOM,0.28,1,3
ruais,VER,0.01,0,0
ruait,VER,0.13,0,0
ruant,VER,0.05,0,0
ruban,NOM,6.56,1,5
rubia,NOM,0.01,1,5
rubis,ADJ,0.86,1,5
rubis,NOM,2.22,1,5
ruche,NOM,2.64,1,5
ruche,VER,0,0,5
ruche,NOM,0,1,5
rudes,ADJ,1.17,0,0
ruent,VER,0.38,0,0
rugby,NOM,1.14,1,5
rugir,VER,0.52,1,5
rugis,VER,0.04,0,0
rugit,VER,0.95,0,0
ruina,VER,0.03,0,0
ruine,NOM,9.23,1,5
ruine,VER,1.52,0,5
ruine,VER,5.81,0,5
ruine,ADJ,0.75,1,5
rumba,NOM,0.68,1,4
runes,NOM,1.32,0,0
ruons,VER,0.01,0,0
rupin,ADJ,0.32,1,5
rupin,NOM,0.25,1,5
rural,ADJ,0.66,1,3
rural,NOM,0.03,1,3
ruser,VER,0.61,1,5
ruses,NOM,1.89,0,0
ruses,VER,0.02,0,0
russe,ADJ,24.85,1,5
russe,NOM,15.68,1,5
rusee,VER,0.29,0,0
rusee,ADJ,0.52,0,0
rusee,NOM,0.17,0,0
ruses,VER,0.24,0,0
ruses,ADJ,0.23,0,0
ruses,NOM,0.04,0,0
ruees,VER,0.01,0,0
ruees,NOM,0.01,0,0
rable,NOM,0.01,1,5
rable,VER,0,0,5
rable,ADJ,0.01,1,5
ralai,VER,0,0,0
raler,VER,3.05,1,5
rales,NOM,0.84,0,0
rales,VER,0.6,0,0
ralez,VER,0.21,0,0
raper,VER,0.07,1,5
rapes,NOM,0.23,0,0
rapee,VER,0.1,0,0
rapee,ADJ,0.3,0,0
rapes,VER,0,0,0
rapes,ADJ,0.02,0,0
regle,NOM,33.17,1,5
regle,VER,7.59,0,5
regne,NOM,7.3,1,4
regne,VER,8.06,0,4
reacs,ADJ,0.17,0,0
reagi,VER,5.95,0,0
reait,VER,0,0,0
reaux,ADJ,0.4,0,0
rebus,NOM,0.1,1,4
recif,NOM,0.75,1,5
recit,NOM,7.12,1,5
recri,NOM,0,1,5
recre,NOM,2.25,1,5
recup,NOM,0.13,1,5
reels,ADJ,3.5,0,0
reels,NOM,0.33,0,0
regal,NOM,2.18,1,5
regie,NOM,0.92,1,5
regie,VER,0.35,0,5
regir,VER,0.36,1,5
regis,VER,0.5,0,0
regit,VER,0.72,0,0
regla,VER,0.25,0,0
reglo,ADJ,5.99,1,5
regle,VER,21.02,0,5
regle,ADJ,2.44,1,5
regna,VER,0.08,0,0
regne,VER,0.4,0,0
regul,ADJ,0.04,1,5
remiz,NOM,0,1,5
renal,ADJ,0.32,1,4
repit,NOM,3.86,1,4
retif,ADJ,0.04,1,5
retro,ADJ,1.12,1,5
retro,NOM,0.8,1,5
reuni,VER,3.95,0,0
reelu,VER,0.56,0,5
reelu,ADJ,0.23,1,5
reelu,NOM,0.01,1,5
reche,ADJ,0.47,1,3
renes,NOM,2.21,0,0
revai,VER,0.31,0,0
rever,VER,20.8,1,5
reves,NOM,59.35,0,0
reves,VER,8.49,0,0
revez,VER,4.31,0,0
revat,VER,0,0,0
revee,VER,0.53,0,0
revee,ADJ,1.62,0,0
reves,VER,0.17,0,0
reves,ADJ,0.02,0,0
rimes,VER,0.01,0,0
rodai,VER,0,0,0
roder,VER,1.63,1,5
rodes,VER,0.23,0,0
rodez,VER,0.04,0,0
rodee,VER,0.01,0,0
rodes,VER,0.01,0,0
roles,NOM,8.18,0,0
ronin,NOM,0.07,1,5
rotie,ADJ,0.33,0,5
rotie,NOM,0.12,1,5
rotie,VER,0.24,0,5
rotir,VER,1.73,1,5
rotis,ADJ,0.23,0,0
rotis,NOM,0.3,0,0
rotis,VER,0.07,0,0
rotit,VER,0.2,0,0
sabin,ADJ,0,1,5
sabir,NOM,0,1,5
sabla,VER,0,0,0
sable,ADJ,0.53,1,5
sable,NOM,23.14,1,5
sable,VER,0.04,0,5
sable,VER,0.02,0,5
sable,ADJ,0.14,1,5
sabot,NOM,1.79,1,5
sabra,NOM,0.12,1,5
sabra,VER,0.01,0,5
sabre,NOM,5.44,1,5
sabre,VER,0.04,0,5
sabre,VER,0.17,0,0
sache,VER,54.06,0,0
sacra,VER,0.14,0,0
sacre,NOM,0.73,1,5
sacre,VER,0.08,0,5
sacro,ADV,0.11,1,5
sacre,VER,16.74,0,5
sacre,ADJ,29.19,1,5
sacre,NOM,3.17,1,5
sados,NOM,0,0,0
sagas,NOM,0.22,0,0
sages,ADJ,7.17,0,0
sages,NOM,2.16,0,0
sagum,NOM,0,1,4
sahib,NOM,1.61,1,4
saine,ADJ,6.97,0,0
sains,ADJ,4.42,0,0
saint,ADJ,8.54,1,5
saint,NOM,12.37,1,5
saisi,ADJ,0.36,1,5
saisi,VER,10.15,0,5
sakes,NOM,0,0,0
salam,NOM,0.03,1,5
salas,VER,1.37,0,0
salat,NOM,0.03,1,5
saler,VER,0.3,1,5
sales,ADJ,26.73,0,0
sales,VER,0.13,0,0
salez,VER,0.11,0,0
salie,VER,2.12,0,0
salin,ADJ,0.01,1,5
salir,VER,6.81,1,5
salis,VER,2.59,0,0
salit,VER,1.1,0,0
salle,NOM,111.1,1,4
salon,NOM,37.06,1,5
salop,NOM,0.73,1,5
salsa,NOM,1.43,1,5
salto,NOM,0.08,1,5
salua,VER,0.48,0,0
salue,VER,17.53,0,0
salut,NOM,277.35,1,5
salut,ONO,203.1,1,5
salue,VER,2.36,0,0
salve,NOM,1.29,1,5
salee,VER,0.9,0,0
salee,ADJ,2.3,0,0
sales,VER,0.02,0,0
sales,ADJ,0.49,0,0
sales,NOM,0.02,0,0
samba,NOM,2.91,1,5
sambo,NOM,0.2,1,5
sammy,NOM,0.13,1,4
sanas,NOM,0,0,0
sangs,NOM,0.45,0,0
sanie,NOM,0,1,5
sante,NOM,88.58,1,5
saoul,ADJ,7.81,1,5
saper,VER,1.13,1,5
sapes,NOM,0.48,0,0
sapes,VER,0.22,0,0
sapez,VER,0.08,0,0
sapin,NOM,5.95,1,5
sapee,VER,0.2,0,0
sapes,VER,0.1,0,0
saque,VER,0.03,0,0
saque,VER,0.2,0,0
sarde,ADJ,0.31,1,5
sarde,NOM,0.2,1,5
sarin,ADJ,0.25,1,5
saris,NOM,0.26,0,0
sasse,VER,0.14,0,0
