Word,cgram,freqfilms2,islem,puorth
habit,NOM,8.34,1,5
hacha,VER,0.1,0,0
hache,NOM,8.73,1,5
hache,VER,0.29,0,5
hache,VER,0.12,0,5
hache,ADJ,0.73,1,5
hadji,NOM,0.47,1,5
haies,NOM,0.76,0,0
haine,NOM,31.49,1,5
haire,NOM,0,1,4
hakka,NOM,0.01,1,4
halal,ADJ,0.24,1,5
haler,VER,0.02,1,5
halez,VER,0.02,0,0
halle,NOM,0.26,1,5
halls,NOM,0.17,0,0
halon,NOM,0.08,1,5
halos,NOM,0.05,0,0
halte,NOM,3.73,1,5
halte,ONO,14.27,1,5
halte,VER,0.04,0,5
halva,NOM,0.01,1,4
halee,VER,0,0,0
hales,VER,0,0,0
hamac,NOM,1.63,1,5
hampe,NOM,0.52,1,4
hanap,NOM,0.01,1,4
hanta,VER,0.06,0,0
hante,VER,2.7,0,0
hante,VER,1.91,0,5
hante,ADJ,0.67,1,5
happa,VER,0,0,0
happe,NOM,0,1,5
happe,VER,0.16,0,5
happe,VER,0.11,0,0
haque,NOM,0.41,1,5
haras,NOM,0.19,1,5
harde,NOM,0,1,5
hardi,ADJ,1.3,1,5
hardi,ONO,0.01,1,5
harem,NOM,1.6,1,5
haret,ADJ,0,1,5
harki,NOM,0,1,4
harpe,NOM,0.94,1,5
harts,NOM,0,0,0
hasch,NOM,2.16,1,5
hases,NOM,0,0,0
haute,ADJ,32.44,0,5
haute,NOM,1.85,1,5
hauts,ADJ,5.48,0,0
hauts,NOM,2.63,0,0
haver,VER,0.07,1,5
haves,VER,0,0,0
havre,NOM,0.85,1,5
hayon,NOM,0.06,1,3
haies,VER,0,0,0
haiks,NOM,0,0,0
haiku,NOM,0.29,1,5
haira,VER,0.52,0,0
hebdo,NOM,0.18,1,5
hecto,NOM,0,1,5
hello,ONO,10.82,1,5
henne,NOM,1.15,1,5
henry,NOM,0.15,1,4
herba,VER,0.02,0,0
herbe,NOM,27.64,1,5
herbu,ADJ,0,1,5
herse,NOM,0.26,1,5
herse,VER,0,0,0
hertz,NOM,0.09,1,5
heure,NOM,415.4,1,5
heurs,NOM,0.01,0,0
heurt,NOM,0.29,1,5
hi-fi,NOM,0.87,1,4
hibou,NOM,4.08,1,4
hindi,NOM,0.14,1,5
hippo,NOM,0.41,1,5
hippy,ADJ,0.11,1,5
hippy,NOM,0.25,1,5
hissa,VER,0.13,0,0
hisse,ONO,0.88,1,5
hisse,VER,2.75,0,5
hisse,VER,1.21,0,0
hiver,NOM,37.44,1,5
hobby,NOM,2.5,1,4
hocha,VER,0.16,0,0
hoche,VER,0.41,0,0
hoche,VER,0.27,0,0
hodja,NOM,0.19,1,4
homes,NOM,0.24,0,0
homme,NOM,781.11,1,5
homos,ADJ,0.97,0,0
homos,NOM,2.31,0,0
honni,ADJ,0.55,1,5
honni,VER,0.14,0,5
honte,NOM,103.26,1,5
hopak,NOM,0.01,1,4
hopis,ADJ,0,0,0
horde,NOM,2.33,1,4
hosto,NOM,5.69,1,5
hotte,NOM,1,1,5
hotus,NOM,0,0,0
houle,NOM,0.44,1,5
houla,ONO,0.13,1,5
houri,NOM,0.1,1,5
house,NOM,4.74,1,5
hoyau,NOM,0,1,3
huait,VER,0.02,0,0
huant,VER,0.03,0,0
huard,NOM,0.52,1,5
huart,NOM,0,1,5
huche,NOM,0.19,1,5
huile,NOM,20.23,1,5
huile,VER,0.09,0,5
huile,VER,0.08,0,5
huile,ADJ,0.21,1,5
humai,VER,0,0,0
humer,VER,0.28,1,5
humez,VER,0.04,0,0
humus,NOM,0.32,1,4
humee,VER,0,0,0
humes,VER,0,0,0
hunes,NOM,0,0,0
huppe,NOM,0.06,1,5
huppe,ADJ,0.17,1,5
hures,NOM,0,0,0
hurla,VER,0.46,0,0
hurle,VER,8.34,0,0
hurle,VER,3.06,0,0
huron,ADJ,0.01,1,4
huron,NOM,0.01,1,4
husky,NOM,0.28,1,5
hutte,NOM,3.25,1,5
huees,VER,0,0,0
huees,NOM,0.64,0,0
hydne,NOM,0,1,4
hydre,NOM,0.17,1,5
hydro,ADV,0.17,1,5
hymen,NOM,2.05,1,4
hymne,NOM,5.37,1,4
hyper,ADV,6.66,1,5
hyene,NOM,1.64,1,3
hales,NOM,0,0,0
halee,VER,0,0,0
halee,ADJ,0.02,0,0
hales,VER,0,0,0
hales,ADJ,0,0,0
hatai,VER,0.01,0,0
hater,VER,1.32,1,5
hates,NOM,0,0,0
hates,VER,0.01,0,0
hatez,VER,0.93,0,0
hatif,ADJ,0.65,1,5
hatat,VER,0,0,0
hatee,VER,0.01,0,0
hates,VER,0,0,0
haves,ADJ,0,0,0
heres,NOM,0.13,0,0
helai,VER,0,0,0
helas,ONO,24.21,1,4
helas,VER,0.05,0,4
heler,VER,0.11,1,4
helez,VER,0.01,0,0
helio,NOM,0,1,5
helix,NOM,0.07,1,5
heles,VER,0,0,0
heron,NOM,0.27,1,5
heros,NOM,66.17,1,5
hevea,NOM,0.01,1,3
hetre,NOM,0.18,1,5
hotel,NOM,107.73,1,5
hotes,NOM,6,0,0
iambe,NOM,0.02,1,5
iboga,NOM,0.04,1,4
ibere,ADJ,0,1,3
ibere,NOM,0.01,1,3
ictus,NOM,0,1,4
icone,NOM,1.25,1,3
idiot,ADJ,50.27,1,5
idiot,NOM,55.73,1,5
idole,NOM,4.77,1,5
ideal,ADJ,15.8,1,5
ideal,NOM,8,1,5
ideel,ADJ,0.01,1,5
idees,NOM,59.38,0,0
iftar,NOM,0,1,3
igloo,NOM,0.54,1,3
ignee,ADJ,0.02,0,0
igues,NOM,0,0,0
ilium,NOM,0.01,1,4
ilote,NOM,0,1,5
ileus,NOM,0.03,1,4
image,NOM,51.34,1,5
image,VER,0.66,0,5
imago,NOM,0,1,5
image,VER,0.02,0,5
image,ADJ,0.08,1,5
imams,NOM,0.16,0,0
imbue,ADJ,0.09,0,0
imbus,ADJ,0.05,0,0
imita,VER,0.01,0,0
imite,VER,3.85,0,0
imite,VER,0.4,0,5
imite,ADJ,0.4,1,5
impec,ADJ,1.06,1,5
imper,NOM,1.95,1,5
impie,ADJ,1.19,1,5
impie,NOM,0.16,1,5
impro,NOM,0.82,1,5
impur,ADJ,1.44,1,5
impot,NOM,2.67,1,4
inane,ADJ,0,1,5
incas,ADJ,0.09,0,0
incus,ADJ,0.01,1,5
indes,NOM,0,0,0
index,NOM,2.18,1,5
indic,NOM,4.33,1,5
indou,ADJ,0.03,1,5
indue,ADJ,0.27,0,0
indus,ADJ,0,0,0
infos,NOM,18.78,0,0
infra,ADV,0.59,1,5
infus,ADJ,0,1,5
innee,ADJ,0.26,0,0
innes,ADJ,0.01,0,0
inoui,ADJ,1.79,1,5
input,NOM,0,1,3
inter,NOM,0.84,1,5
intox,NOM,0.21,1,5
intra,ADV,0.02,1,5
inuit,NOM,0.04,1,4
iodle,VER,0.03,0,0
iodee,VER,0,0,0
iodee,ADJ,0.14,0,0
ippon,NOM,0.03,1,3
ipeca,NOM,0.32,1,3
irais,VER,20.14,0,0
irait,VER,22.44,0,0
iriez,VER,2.02,0,0
irise,VER,0.01,0,0
irise,VER,0,0,5
irise,ADJ,0,1,5
irons,VER,15.36,0,0
iront,VER,7.43,0,0
isard,NOM,0,1,4
isbas,NOM,0,0,0
islam,NOM,2.84,1,5
isola,VER,0.04,0,0
isole,VER,1.36,0,0
isole,VER,3.59,0,5
isole,ADJ,4.08,1,5
isole,NOM,0.45,1,5
issue,ADJ,1.59,0,5
issue,NOM,13.7,1,5
issus,ADJ,1.29,0,0
ithos,NOM,0,1,4
iules,NOM,0,0,0
ivres,ADJ,1.72,0,0
jabot,NOM,0.15,1,5
jacks,NOM,0.4,0,0
jacob,NOM,0.09,1,5
jacot,NOM,0,1,5
jacte,VER,0.17,0,0
jacte,VER,0.02,0,0
jades,NOM,0.03,0,0
jadis,ADJ,0.5,1,4
jadis,ADV,11.55,1,4
jaffa,VER,0.79,0,0
jaffe,NOM,0.17,1,5
jalon,NOM,0.03,1,5
jambe,NOM,46.31,1,5
jante,NOM,0.22,1,4
japon,NOM,0.2,1,5
jappa,VER,0,0,0
jappe,VER,0.34,0,0
jappe,VER,0,0,0
jarre,NOM,1.17,1,5
jaser,VER,1.56,1,5
jases,VER,0,0,0
jaspe,NOM,0,1,5
jaspe,VER,0,0,0
jatte,NOM,0.18,1,3
jauge,NOM,1.25,1,5
jauge,VER,0.14,0,5
jauge,VER,0,0,0
jaune,ADJ,15.48,1,5
jaune,NOM,6.43,1,5
jauni,ADJ,0,1,5
jauni,VER,0.5,0,5
javas,NOM,0.02,0,0
javel,NOM,1.33,1,5
jazzy,ADJ,0.14,1,5
jeans,NOM,2.93,0,0
jeeps,NOM,0.47,0,0
jenny,NOM,0.12,1,3
jerez,NOM,0.67,1,4
jetai,VER,0.26,0,0
jetas,VER,0.02,0,0
jeter,NOM,2.62,1,5
jeter,VER,59.28,1,5
jetez,VER,17.07,0,0
jeton,NOM,2.88,1,4
jette,VER,43.48,0,4
jette,NOM,0.01,1,4
jetat,VER,0,0,0
jetee,VER,9.01,0,5
jetee,ADJ,0.16,0,5
jetee,NOM,3.26,1,5
jetes,VER,3.73,0,0
jetes,ADJ,0.25,0,0
jetes,NOM,0.26,0,0
jeudi,NOM,24.58,1,4
jeune,ADJ,234.9,1,5
jeune,NOM,18.16,1,5
jeûna,VER,0.01,0,0
jeûne,NOM,1.62,1,5
jeûne,VER,0.43,0,5
jeûne,VER,0.33,0,0
jihad,NOM,0.28,1,3
jocko,ADJ,0.17,1,5
jocko,NOM,0.09,1,5
joice,ADJ,0.01,1,4
joies,NOM,4.03,0,0
joins,VER,3,0,0
joint,VER,2.51,0,5
joint,ADJ,1.17,1,5
joint,NOM,5.78,1,5
jojos,ADJ,0.03,0,0
jojos,NOM,0,0,0
joker,NOM,3.44,1,4
jolie,ADJ,101.54,0,5
jolie,ADJ,0.01,1,5
jolis,ADJ,9.37,0,0
jolis,NOM,0.96,0,0
joncs,NOM,0.05,0,0
jouai,VER,0.13,0,0
jouer,VER,225.84,1,5
joues,NOM,6.72,0,0
joues,VER,33.7,0,0
jouet,NOM,11.82,1,5
jouez,VER,24.66,0,0
jougs,NOM,0.01,0,0
jouir,VER,10.42,1,5
jouis,VER,2.65,0,0
jouit,VER,1.99,0,0
jours,NOM,426.7,0,0
joute,NOM,0.97,1,5
joute,VER,0.01,0,0
jouat,VER,0,0,0
jouee,VER,2.01,0,0
jouee,ADJ,0.27,0,0
joues,VER,0.45,0,0
joues,ADJ,0.02,0,0
joyau,NOM,2.67,1,4
jucha,VER,0,0,0
juche,VER,0,0,0
juche,VER,0.17,0,0
judas,NOM,1.28,1,5
judeo,ADV,0.01,1,5
jugea,VER,0.42,0,0
juger,VER,18.06,1,5
juges,NOM,10.06,0,0
juges,VER,1.56,0,0
jugez,VER,4.25,0,0
jugee,VER,2.01,0,0
juges,VER,1.88,0,0
juges,ADJ,0.29,0,0
juges,NOM,0.05,0,0
juifs,ADJ,4.42,0,0
juifs,NOM,29.03,0,0
juive,ADJ,8.43,0,0
juive,NOM,1.45,0,0
julep,NOM,0.02,1,5
jules,NOM,4.13,1,5
julot,NOM,0.12,1,4
jumbo,NOM,0.52,1,4
junky,NOM,0.15,1,5
junte,NOM,0.17,1,4
jupes,NOM,2.64,0,0
jupon,NOM,1.35,1,5
jupee,ADJ,0,0,0
jurai,VER,0.16,0,0
jurer,VER,7.58,1,4
jures,VER,4.75,0,0
jurez,VER,6.55,0,0
juron,NOM,0.42,1,4
jurys,NOM,0.15,0,0
juree,VER,0.45,0,0
juree,ADJ,0.09,0,0
juree,NOM,0.04,0,0
jures,VER,0.2,0,0
jures,ADJ,0.4,0,0
jures,NOM,5.59,0,0
jusqu,PRE,2.26,1,5
juste,ADJ,653.49,1,5
juste,ADV,252.71,1,5
juste,NOM,17.36,1,5
juter,VER,0.03,1,5
jezes,NOM,0,0,0
jesus,NOM,8.19,1,5
k-way,NOM,0.06,1,3
kacha,NOM,0,1,5
kafir,NOM,0.05,1,4
kakis,NOM,0.29,0,0
kalpa,NOM,0.01,1,4
kanji,NOM,0.04,1,4
kaori,NOM,0.01,1,4
kapok,NOM,0.04,1,5
kapos,NOM,0,0,0
kappa,NOM,0.17,1,4
karen,ADJ,0.43,1,4
karma,NOM,10.73,1,5
katal,NOM,0.01,1,5
katas,NOM,0.01,0,0
kayac,NOM,0.01,1,5
kayak,NOM,0.34,1,5
kebab,NOM,0.55,1,4
kebla,ADJ,0,1,4
kendo,NOM,0.24,1,3
ketch,NOM,0.11,1,5
keufs,NOM,1.83,0,0
keums,NOM,0.08,0,0
khans,NOM,0.1,0,0
khmer,ADJ,0.27,1,3
kicks,NOM,0.05,0,0
kilim,NOM,0.28,1,4
kilos,NOM,17.35,0,0
kilts,NOM,0.05,0,0
kiosk,NOM,0,1,5
kippa,NOM,0.52,1,5
kitch,ADJ,0.17,1,5
kiwis,NOM,0,0,0
klebs,NOM,0.01,1,4
knout,NOM,0,1,4
koala,NOM,0.15,1,3
kodak,NOM,0.01,1,4
kondo,NOM,0.12,1,3
koran,NOM,0,1,5
kraal,NOM,0.03,1,4
krach,NOM,0.15,1,4
kraft,NOM,0.8,1,4
krill,NOM,0.17,1,4
kriss,NOM,0.09,1,4
kurde,ADJ,0.16,1,4
kurde,NOM,0.01,1,4
kurus,NOM,0,0,0
kyrie,NOM,0,1,5
kyste,NOM,0.51,1,5
kefir,NOM,0,1,3
kepis,NOM,0.55,0,0
l'une,ADV,0.01,1,5
l'une,PRO:ind,36.12,1,5
labbe,NOM,0,1,4
label,NOM,1.3,1,5
labos,NOM,1.6,0,0
labre,NOM,0,1,5
labri,NOM,0.01,1,5
lacer,VER,0.56,1,5
lacet,NOM,0.83,1,5
lacis,NOM,0,1,4
lacte,ADJ,0.1,1,5
lacee,VER,0,0,0
laces,VER,0,0,0
ladre,NOM,0.01,1,5
ladys,NOM,0.01,0,0
lagan,NOM,0.05,1,4
lagon,NOM,0.71,1,4
laide,ADJ,6.23,0,0
laide,NOM,0.11,0,0
laids,ADJ,1.28,0,0
laids,NOM,0.11,0,0
laies,ADJ,0,0,0
laies,NOM,0,0,0
laine,NOM,6.27,1,5
laird,NOM,0.36,1,4
laits,NOM,0.21,0,0
lamas,NOM,0.9,0,0
lamas,VER,0.01,0,0
lambi,NOM,0,1,5
lamer,VER,0.01,1,5
lames,NOM,3.17,0,0
lamie,NOM,0,1,5
lampa,VER,0.14,0,0
lampe,NOM,22.22,1,5
lampe,VER,0.26,0,5
lampe,VER,0,0,0
lamee,ADJ,0,0,0
lames,VER,0,0,0
lames,ADJ,0,0,0
lance,NOM,0,0,5
lance,NOM,12.2,1,5
lance,VER,18.3,0,5
lance,VER,17.31,0,0
lande,NOM,1.57,1,5
lands,NOM,0.21,0,0
lange,NOM,0.1,1,5
lange,VER,0.55,0,5
lange,VER,0.28,0,0
lança,VER,0.79,0,0
laper,VER,0.07,1,5
lapin,NOM,26.59,1,5
lapis,NOM,0.03,1,5
lapon,ADJ,1.33,1,4
lapon,NOM,2.21,1,4
lappe,VER,0,0,0
laque,NOM,0.79,1,5
laque,VER,0.02,0,5
laque,VER,0.07,0,5
laque,ADJ,0.47,1,5
larda,VER,0,0,0
larde,VER,0.01,0,0
lards,NOM,0.13,0,0
lardu,NOM,0.01,1,5
larde,VER,0.02,0,0
lares,ADJ,0.27,0,0
lares,NOM,0,0,0
large,ADJ,14.25,1,5
large,NOM,8.38,1,5
largo,ADV,0.94,1,5
largo,NOM,0.25,1,5
larme,NOM,5.15,1,5
larve,NOM,1.92,1,5
larve,ADJ,0,1,5
laser,NOM,5.87,1,4
lassa,VER,0.05,0,0
lasse,ADJ,8.33,0,0
lasse,VER,2.05,0,0
lasso,NOM,0.94,1,5
lasse,VER,1.78,0,0
latex,NOM,1.65,1,5
latin,ADJ,1.78,1,5
latin,NOM,6.53,1,5
latte,NOM,0.76,1,5
latte,VER,0.09,0,5
latte,VER,0.08,0,0
laube,NOM,0,1,4
lavai,VER,0,0,0
laver,VER,34.01,1,5
laves,NOM,0.13,0,0
laves,VER,3.24,0,0
lavez,VER,2.68,0,0
lavis,NOM,0,1,4
lavee,VER,1.91,0,0
lavee,ADJ,0.15,0,0
laves,VER,0.86,0,0
laves,ADJ,0.38,0,0
layer,VER,0.03,1,5
layon,NOM,0,1,4
lazzi,NOM,0,1,4
laics,ADJ,0,0,0
laics,NOM,0.16,0,0
laius,NOM,1.78,1,5
lebel,NOM,0,1,5
leben,NOM,0.02,1,5
ledit,ADJ,0.32,1,3
legos,NOM,0.09,0,0
lente,ADJ,4.67,0,5
lente,NOM,0.65,1,5
lento,ADV,0.05,1,5
lents,ADJ,1.65,0,0
lerch,ADV,0,1,5
leste,ADJ,0.5,1,5
leste,VER,0.03,0,5
leste,VER,0.07,0,5
leste,ADJ,0.04,1,5
lette,NOM,0.01,1,5
leurs,ADJ:pos,243.56,1,5
leurs,PRO:pos,6.8,1,5
levai,VER,0.07,0,0
lever,NOM,4.76,1,5
lever,VER,35.9,1,5
levez,VER,22.23,0,0
levat,VER,0,0,0
levee,VER,6.41,0,5
levee,ADJ,1.47,0,5
levee,NOM,0.81,1,5
leves,VER,0.58,0,0
leves,ADJ,0.46,0,0
leves,NOM,0.02,0,0
lexie,NOM,0.05,1,5
leçon,NOM,29.24,1,3
liage,NOM,0.01,1,4
liais,VER,0.02,0,0
liait,VER,0.71,0,0
liane,NOM,0.34,1,5
liant,ADJ,0.04,1,5
liant,NOM,0.01,1,5
liant,VER,0.12,0,5
liard,NOM,0.19,1,5
liber,NOM,0.03,1,5
libre,ADJ,110.36,1,5
lices,NOM,0,0,0
liche,NOM,0,1,5
liche,VER,0,0,0
licol,NOM,0,1,5
licou,NOM,0.03,1,5
liens,NOM,12.42,0,0
lient,VER,0.61,0,0
liera,VER,0.05,0,0
lieue,NOM,0.19,1,5
lieur,NOM,0.01,1,5
lieus,NOM,0.15,0,0
lieux,NOM,28.73,0,0
lifts,NOM,0.1,0,0
lifte,ADJ,0,1,5
liges,ADJ,0,0,0
light,ADJ,3.76,1,4
ligna,VER,0,0,0
ligne,NOM,69.42,1,5
ligne,VER,0.01,0,0
ligot,NOM,0.01,1,5
ligue,NOM,2.74,1,5
ligue,VER,0.16,0,5
ligue,VER,0.15,0,5
lilas,ADJ,0.16,1,4
lilas,NOM,2.28,1,4
liman,NOM,0.01,1,5
limbe,NOM,0,1,5
limbo,NOM,0.36,1,5
limer,VER,0.5,1,5
limes,NOM,0.08,0,0
limes,VER,0.03,0,0
limez,VER,0,0,0
limon,NOM,0.53,1,5
limee,VER,0.01,0,0
linga,NOM,0.01,1,5
linge,NOM,16.75,1,5
linon,NOM,0.05,1,5
linos,NOM,0,0,0
lions,VER,0.03,0,0
lions,NOM,5.33,0,0
lippe,NOM,0.14,1,5
lippu,ADJ,0.17,1,5
lirai,VER,3.36,0,0
liras,VER,1.97,0,0
lires,NOM,18.98,0,0
lirez,VER,0.68,0,0
liron,NOM,0.14,1,4
lises,VER,1.12,0,0
lises,NOM,0,0,0
lisez,VER,16.78,0,0
lissa,VER,0.02,0,0
lisse,ADJ,2.71,1,5
lisse,NOM,0.13,1,5
lisse,VER,0.36,0,5
lisse,VER,0.22,0,5
lisse,NOM,0.05,1,5
liste,NOM,69.07,1,5
liste,VER,0.23,0,0
liter,VER,0.27,1,5
litho,NOM,0.01,1,5
litre,NOM,2.75,1,5
litee,NOM,0,1,4
livra,VER,0.14,0,0
livre,NOM,112.43,1,5
livre,VER,9.38,0,5
livre,VER,8.03,0,0
liege,NOM,0.46,1,4
liees,VER,2.58,0,0
liees,ADJ,1.38,0,0
lloyd,NOM,0.01,1,3
lobby,NOM,0.83,1,5
lober,VER,0.03,1,5
lobes,NOM,0.74,0,0
lobee,ADJ,0.01,0,0
local,ADJ,6.05,1,5
local,NOM,3.55,1,5
locdu,ADJ,0,1,4
loche,NOM,0.12,1,5
locos,NOM,0.16,0,0
locus,NOM,0.15,1,5
loden,NOM,0.27,1,3
lofez,VER,0.01,0,0
lofts,NOM,0.26,0,0
logea,VER,0.03,0,0
loger,VER,5.84,1,5
loges,NOM,1.54,0,0
loges,VER,0.65,0,0
logez,VER,1.29,0,0
login,ADJ,0.04,1,5
logis,NOM,2.7,1,5
logos,NOM,0.16,1,5
logue,VER,0.02,0,0
logee,VER,1.23,0,0
logee,ADJ,0.03,0,0
loges,VER,0.26,0,0
loges,ADJ,0.36,0,0
loirs,NOM,0.18,0,0
lolos,NOM,1.12,0,0
lompe,NOM,0.01,1,4
longe,NOM,0.08,1,5
longe,VER,0.55,0,5
longs,ADJ,17.65,0,0
longs,NOM,0.32,0,0
longe,VER,0.38,0,0
looks,NOM,0.46,0,0
lopes,NOM,0.48,0,0
lopin,NOM,0.52,1,4
loque,NOM,1.72,1,5
loque,VER,0.41,0,0
loran,NOM,0.14,1,4
lords,NOM,0.15,0,0
loris,NOM,0.04,1,5
loser,NOM,3.27,1,4
lotie,ADJ,0.12,0,0
lotie,VER,0.23,0,0
lotir,VER,0.01,1,5
lotis,ADJ,0.47,0,0
lotis,VER,0,0,0
lotos,NOM,0,0,0
lotta,NOM,0.16,1,5
lotte,NOM,0.18,1,5
lotus,NOM,0.58,1,4
louai,VER,0,0,0
louer,VER,15.03,1,5
loues,VER,0.58,0,0
louez,VER,1.96,0,0
louis,ADV,0.01,1,5
louis,NOM,5.01,1,5
loupa,VER,0.03,0,0
loupe,NOM,1.66,1,5
loupe,VER,0.73,0,5
loups,NOM,8.41,0,0
loupe,VER,5.37,0,5
loupe,NOM,0.72,1,5
lourd,ADJ,10.15,1,5
lourd,ADV,16.09,1,5
lourd,NOM,0.76,1,5
loute,NOM,0.07,1,5
louve,NOM,1.02,0,0
louee,VER,1.64,0,5
louee,ADJ,0.82,0,5
louee,NOM,0.04,1,5
loues,VER,0.37,0,0
loues,ADJ,0.37,0,0
lover,VER,0.14,1,3
lovee,VER,0.02,0,0
loves,VER,0,0,0
loyal,ADJ,5.87,1,5
loyer,NOM,16.2,1,4
lubie,NOM,1.37,1,4
lucet,NOM,0,1,5
lucre,NOM,0.14,1,5
lueur,NOM,5.37,1,4
luffa,NOM,0.04,1,3
luger,NOM,0.36,1,5
luges,NOM,0.03,0,0
luira,VER,0.03,0,0
luire,VER,0.95,1,4
luise,VER,0,0,0
lulus,NOM,0,0,0
lumen,NOM,0.05,1,4
lunch,NOM,0.54,1,5
lundi,NOM,36.01,1,4
lunes,NOM,2.74,0,0
lunee,ADJ,0.18,0,0
lunes,ADJ,0,0,0
lupin,NOM,0.15,1,4
lupus,NOM,1.28,1,4
lurex,NOM,0.2,1,4
luron,NOM,0.27,1,4
luths,NOM,0,0,0
lutin,ADJ,0.31,1,5
lutin,NOM,1.45,1,5
lutta,VER,0.05,0,0
lutte,NOM,22,1,5
lutte,VER,3.95,0,5
lutte,VER,3.27,0,0
luxer,VER,0.01,1,5
luxes,NOM,0.2,0,0
lycra,NOM,0.28,1,4
lycee,NOM,41.96,1,5
lynch,NOM,0.29,1,5
lyres,NOM,0.16,0,0
lacha,VER,0.03,0,0
lache,ADJ,24.65,1,5
lache,NOM,19.51,1,5
lache,VER,75.31,0,5
lache,VER,11.35,0,5
lache,ADJ,0.39,1,5
leche,NOM,1.38,1,5
leche,VER,4.03,0,5
legue,VER,1.47,0,0
lepre,NOM,1.4,1,3
leves,VER,5.42,0,0
levre,NOM,4,1,3
lecha,VER,0.01,0,0
leche,VER,0.93,0,5
leche,ADJ,0.13,1,5
legal,ADJ,9.8,1,5
legat,NOM,0,1,5
leger,ADJ,17.03,1,5
legua,VER,0.02,0,0
legue,VER,1.99,0,5
legue,ADJ,0.01,1,5
lemur,NOM,0.01,1,5
lerot,NOM,0.01,1,3
leser,VER,0.33,1,4
lesee,VER,0.35,0,0
leses,VER,0.15,0,0
letal,ADJ,0.03,1,5
lûmes,VER,0.01,0,0
macho,ADJ,1.35,1,5
macho,NOM,2.34,1,5
macis,NOM,0.01,1,5
macro,NOM,0.2,1,5
madre,NOM,0.62,1,5
madre,ADJ,0,1,5
mafia,NOM,11.34,1,5
mages,NOM,1.04,0,0
magie,NOM,25.58,1,5
magma,NOM,0.33,1,5
magna,VER,0.22,0,0
magne,VER,2.38,0,0
magne,VER,0.01,0,0
magot,NOM,2.24,1,5
maies,NOM,0.01,0,0
mails,NOM,1.05,0,0
maile,VER,0.1,0,0
mains,NOM,212.97,0,0
maint,ADJ:ind,1.27,1,5
maire,NOM,27.91,1,5
major,NOM,16.45,1,5
males,ADJ,0.28,0,0
malin,ADJ,33.11,1,5
malin,NOM,19.43,1,5
malle,NOM,6.53,1,5
malta,VER,0.14,0,0
malte,VER,0.08,0,0
malus,NOM,0.04,1,4
maman,NOM,537.44,1,5
mamba,NOM,0.1,1,5
mambo,NOM,1.56,1,5
mamie,NOM,18.56,1,4
mamma,NOM,2.27,1,5
mammy,NOM,0.41,1,5
mamys,NOM,0.04,0,0
mande,VER,0.6,0,0
mande,VER,0.28,0,5
mande,NOM,0,1,5
manga,NOM,0.04,1,5
mange,VER,103.81,0,0
mango,NOM,0.07,1,5
mange,VER,60.43,0,0
mania,VER,0.61,0,0
manie,NOM,5.42,1,5
manie,VER,0.91,0,5
manif,NOM,3.33,1,5
manip,NOM,0.09,1,5
manie,VER,0.33,0,0
manne,NOM,0.52,1,5
manta,NOM,0.72,1,5
mante,NOM,0.57,1,5
maori,ADJ,0.15,1,4
maori,NOM,0.01,1,4
maous,ADJ,0.09,1,5
maque,NOM,0.12,1,5
maque,VER,0.2,0,5
maque,VER,0.07,0,0
marae,NOM,0.02,1,5
marcs,NOM,0.1,0,0
mardi,NOM,22.38,1,4
mares,NOM,0.12,0,0
marge,NOM,14.21,1,5
maria,VER,19.11,0,0
marie,VER,22,0,0
marin,ADJ,5.4,1,5
marin,NOM,8.48,1,5
maris,NOM,9.23,0,0
marie,VER,35.76,0,5
marie,ADJ,12.66,1,5
marie,NOM,9.73,1,5
marks,NOM,11.93,0,0
marle,ADJ,0,1,5
marna,VER,0.05,0,0
marne,NOM,0.03,1,5
marne,VER,0,0,5
marne,VER,0,0,0
marra,VER,0.1,0,0
marre,ADV,57.48,1,5
marre,VER,3.66,0,5
marri,ADJ,0.03,1,5
marre,VER,0.72,0,0
maree,NOM,5.21,1,5
masai,ADJ,0.01,1,4
masai,NOM,0.01,1,4
maser,NOM,0.01,1,4
masos,ADJ,0.15,0,0
masos,NOM,0.14,0,0
massa,VER,0,0,0
masse,NOM,11.64,1,5
masse,VER,1.25,0,5
masse,VER,0.4,0,5
masse,NOM,0.02,1,5
mataf,NOM,0.02,1,5
match,NOM,58.26,1,5
mater,VER,5.91,1,5
mates,ADJ,0,0,0
mates,VER,1.56,0,0
matez,VER,1.4,0,0
maths,NOM,10.66,1,5
matin,NOM,265.03,1,5
matis,VER,0,0,0
maton,NOM,0.5,1,5
matos,NOM,5.72,1,5
matou,NOM,1.04,1,5
matte,NOM,0.35,1,5
matee,VER,0.2,0,0
mates,VER,0.05,0,0
mates,NOM,0,0,0
maure,ADJ,0.9,1,5
maure,NOM,0.65,1,5
mauve,ADJ,0.63,1,5
mauve,NOM,0.23,1,5
maxis,NOM,0.04,0,0
mayas,ADJ,0.12,0,0
mayas,NOM,0.01,0,0
mazas,VER,0,0,0
mazet,NOM,0,1,5
maçon,NOM,3.48,1,5
media,NOM,7.72,1,5
meiji,ADJ,0.02,1,4
melba,ADJ,0.03,1,4
melon,NOM,4.92,1,4
menai,VER,0.02,0,0
mende,ADJ,0.01,1,5
mener,VER,22.45,1,5
menez,VER,2.96,0,5
menez,NOM,0.01,1,5
menon,NOM,0.02,1,5
mente,VER,1.94,0,0
menti,VER,47.32,0,0
menue,ADJ,0.69,0,0
